risk_month,segment,current_rating,total_loans,total_exposure,total_expected_loss,avg_provision_rate
2025-12-01,CE,E,216,446482.37,8791.1099999999988,0.019689713616239762
2025-12-01,CE,D,481,1029803.57,10547.46,0.010242205705307469
2025-12-01,CE,G,2,895.75,0.0,0.0
2025-12-01,CE,F,56,553441.13,4070.5680000000007,0.0073550153383070763
2025-12-01,CE,C,569,857079.88,10640.566,0.012414905831181103
2025-12-01,CE,B,145,171857.83,1179.1295,0.0068610752271223256
2025-12-01,DF,B,1,11238.99,0.0,0.0
2025-12-01,DF,A,4,9171.41,0.0,0.0
2025-12-01,DF,E,1,1942.05,0.0,0.0
2025-12-01,DF,C,1,1463.62,0.0,0.0
2025-12-01,DF,F,1,125.34,0.0,0.0
2025-12-01,ES,B,2,12268.54,0.0,0.0
2025-12-01,ES,C,10,4777.36,32.091,0.0067173083041679928
2025-12-01,ES,D,4,2772.55,0.0,0.0
2025-12-01,ES,A,2,2145.4,0.0,0.0
2025-12-01,ES,E,2,1188.28,0.0,0.0
2025-12-01,GO,E,2,22761.01,0.0,0.0
2025-12-01,GO,A,4,4202.63,0.0,0.0
2025-12-01,GO,D,5,31757.56,0.0,0.0
2025-12-01,GO,B,1,182.98,0.0,0.0
2025-12-01,GO,C,5,2418.53,0.0,0.0
2025-12-01,MA,E,1,384.44,0.0,0.0
2025-12-01,MA,D,2,603.73,9.49,0.01571894721150183
2025-12-01,MA,C,1,280.74,0.0,0.0
2025-12-01,MG,F,4,10773.61,823.648,0.076450511945392485
2025-12-01,MG,D,55,137537.53,199.006,0.0014469214330081396
2025-12-01,MG,C,55,46900.8,16.712,0.00035632654453655372
2025-12-01,MG,A,25,50435.46,115.398,0.0022880330624524886
2025-12-01,MG,B,13,11622.1,8.5,0.0007313652438027551
2025-12-01,MG,E,22,33195.14,254.78699999999998,0.0076754308010148469
2025-12-01,MS,D,1,508.49,0.0,0.0
2025-12-01,MT,D,3,818.13,0.0,0.0
2025-12-01,MT,A,2,2972.44,16.2133,0.0054545423961459274
2025-12-01,PA,E,3,1920.32,0.0,0.0
2025-12-01,PA,D,6,7175.83,182.258,0.025398873719137717
2025-12-01,PA,C,2,2876.92,0.0,0.0
2025-12-01,PA,A,3,8009.27,7.6695,0.00095757790660072639
2025-12-01,PB,E,65,251192.45,1063.9959999999999,0.00423578017571786
2025-12-01,PB,D,130,321240.83,1562.0240000000003,0.0048624703154950769
2025-12-01,PB,C,157,177208.41,449.34000000000009,0.0025356584374296911
2025-12-01,PB,A,92,320899.9,503.42229999999995,0.0015687829756257322
2025-12-01,PB,B,32,24815.23,161.3915,0.0065037277510625532
2025-12-01,PB,F,25,37865.93,394.21200000000005,0.010410730701715236
2025-12-01,PE,E,692,1830647.02,26188.727999999996,0.014305722356022515
2025-12-01,PE,F,233,535214.45,16252.912000000004,0.030367102382979395
2025-12-01,PE,A,1079,3113485.9,4109.940700000001,0.0013200447447023933
2025-12-01,PE,G,12,9460.96,0.0,0.0
2025-12-01,PE,D,1581,3416833.04,68470.044000000009,0.020039037084469309
2025-12-01,PE,B,471,940548.13,3523.8530000000005,0.0037465950838688079
2025-12-01,PE,C,1884,3637146.09,18623.984,0.0051204937990269178
2025-12-01,PI,C,2,1664.8,0.0,0.0
2025-12-01,PI,B,1,142.14,0.0,0.0
2025-12-01,PR,B,3,1893.46,22.4875,0.011876406155926188
2025-12-01,PR,A,2,2546.45,0.0,0.0
2025-12-01,PR,D,1,111.4,0.0,0.0
2025-12-01,PR,G,1,263.98,0.0,0.0
2025-12-01,PR,C,5,3394.53,0.0,0.0
2025-12-01,RJ,B,1,309.62,0.0,0.0
2025-12-01,RJ,C,11,7323.4,21.174000000000003,0.0028912800065543334
2025-12-01,RJ,A,2,4116.89,0.0,0.0
2025-12-01,RJ,D,7,18720.65,0.0,0.0
2025-12-01,RJ,E,2,1068.1,0.0,0.0
2025-12-01,RN,C,1,5415.47,0.0,0.0
2025-12-01,RR,C,1,208.93,0.0,0.0
2025-12-01,RS,E,3,5404.6,0.0,0.0
2025-12-01,RS,F,1,1326.66,0.0,0.0
2025-12-01,RS,C,5,1293.83,0.0,0.0
2025-12-01,SC,B,2,2488.49,0.0,0.0
2025-12-01,SC,E,3,3156.3,1926.66,0.61041726071666191
2025-12-01,SC,A,8,16896.68,9.9769,0.00059046510912202877
2025-12-01,SC,C,10,7002.52,0.0,0.0
2025-12-01,SC,D,2,252.98,0.0,0.0
2025-12-01,SC,F,1,392.5,0.0,0.0
2025-12-01,SP,C,209,704409.13,17556.131000000005,0.0249232019465733
2025-12-01,SP,G,2,3095.76,0.0,0.0
2025-12-01,SP,A,135,289626.72,91.4717,0.00031582617791618125
2025-12-01,SP,B,54,225944.51,791.2975,0.0035021762644288192
2025-12-01,SP,E,77,264593.94,1845.2549999999999,0.006973912554459864
2025-12-01,SP,F,18,36685.64,0.0,0.0
2025-12-01,SP,D,194,634672.7,3087.3500000000004,0.0048644758156448208
2025-12-01,TO,D,1,33.69,0.0,0.0
2025-11-01,AC,D,1,657.52,0.0,0.0
2025-11-01,AC,C,2,142.22,0.0,0.0
2025-11-01,AL,C,2,404.54,0.0,0.0
2025-11-01,AL,D,4,5149.01,0.0,0.0
2025-11-01,AL,B,1,451.66,0.0,0.0
2025-11-01,AM,A,3,1491.55,0.0,0.0
2025-11-01,AM,C,11,1286.72,29.967000000000002,0.023289449142004478
2025-11-01,AM,F,1,635.6,0.0,0.0
2025-11-01,AM,D,10,2995.74,20.996000000000002,0.007008618905512496
2025-11-01,AM,B,2,293.45,9.3105000000000011,0.031727721928778332
2025-11-01,AP,A,1,2465.75,0.0,0.0
2025-11-01,AP,C,11,11836.18,19.166,0.0016192724341806224
2025-11-01,AP,D,4,3030.67,428.362,0.14134234344220914
2025-11-01,AP,F,2,1491.36,0.0,0.0
2025-11-01,AP,E,4,933.57,0.0,0.0
2025-11-01,BA,D,5,3212.84,0.0,0.0
2025-11-01,BA,A,2,360.95,0.0,0.0
2025-11-01,BA,B,1,398.2,0.0,0.0
2025-11-01,BA,C,16,6865.14,0.0,0.0
2025-11-01,BA,E,4,848.72,0.0,0.0
2025-11-01,BA,F,2,2145.97,0.0,0.0
2025-11-01,CE,F,150,105005.52,8149.5,0.077610205634903756
2025-11-01,CE,B,517,286545.49,2295.3980000000006,0.00801058847584724
2025-11-01,CE,E,714,894721.54,11127.888,0.012437264000596209
2025-11-01,CE,G,11,5584.88,0.0,0.0
2025-11-01,CE,D,1948,1064027.39,20437.300000000007,0.019207494273244235
2025-11-01,CE,A,795,883590.16,664.86799999999971,0.00075246197852633359
2025-11-01,CE,C,2665,1682170.08,12138.033,0.00721569902134985
2025-11-01,DF,D,6,2610.78,0.0,0.0
2025-11-01,DF,E,6,2997.44,0.0,0.0
2025-11-01,DF,C,11,32732.92,11.619,0.00035496374903308352
2025-11-01,DF,A,4,3134.92,0.0,0.0
2025-11-01,DF,B,2,8615.59,0.0,0.0
2025-11-01,ES,A,5,836.07,0.0,0.0
2025-11-01,ES,C,16,10400.67,722.31200000000013,0.0694486028303946
2025-11-01,ES,G,1,357.81,0.0,0.0
2025-11-01,ES,B,5,777.45,5.3575000000000008,0.0068911183998971006
2025-11-01,ES,D,14,4599.2,64.234000000000009,0.013966341972516961
2025-11-01,ES,E,5,1880.17,0.0,0.0
2025-11-01,ES,F,1,337.8,0.0,0.0
2025-11-01,GO,E,5,1673.92,0.0,0.0
2025-11-01,GO,B,7,1780.25,23.8775,0.013412442072742593
2025-11-01,GO,A,5,5412.32,22.216,0.0041047092559198277
2025-11-01,GO,F,1,549.54,0.0,0.0
2025-11-01,GO,D,14,4877.76,0.0,0.0
2025-11-01,GO,C,20,14881.07,34.226,0.0022999690210448575
2025-11-01,MA,F,1,652.08,0.0,0.0
2025-11-01,MA,A,2,441.68,3.5916,0.0081316790436515123
2025-11-01,MA,D,5,2544.56,0.0,0.0
2025-11-01,MA,B,3,7759.23,0.0,0.0
2025-11-01,MA,C,12,16396.97,775.72,0.047308740578289765
2025-11-01,MG,C,245,101918.27,1090.0569999999998,0.010695403287359566
2025-11-01,MG,E,75,58058.72,1671.0749999999998,0.02878249813292473
2025-11-01,MG,B,46,28824.22,135.3615,0.004696102791333122
2025-11-01,MG,D,186,104259.73,494.716,0.0047450343483529068
2025-11-01,MG,A,52,47868.11,4.0912000000000006,8.5468174949877911e-05
2025-11-01,MG,G,1,494.05,0.0,0.0
2025-11-01,MG,F,15,8474.44,837.31200000000013,0.098804404774828783
2025-11-01,MS,E,1,285,0.0,0.0
2025-11-01,MS,C,2,745.65,0.0,0.0
2025-11-01,MS,D,3,1240.74,126.348,0.10183277721359833
2025-11-01,MS,A,1,1725,0.0,0.0
2025-11-01,MT,A,5,2809.95,0.0,0.0
2025-11-01,MT,C,9,2260.66,27.522000000000006,0.0121743207735794
2025-11-01,MT,E,2,505.38,43.343999999999994,0.085765166805176291
2025-11-01,MT,F,1,94.5,0.0,0.0
2025-11-01,MT,D,9,2408.8,34.338,0.014255230820325473
2025-11-01,PA,A,8,6492.2,0.0,0.0
2025-11-01,PA,B,5,4000.06,0.0,0.0
2025-11-01,PA,D,25,11316.25,0.0,0.0
2025-11-01,PA,C,29,13799.75,43.063,0.0031205637783293179
2025-11-01,PA,F,2,285.85,86.160000000000011,0.30141682700717159
2025-11-01,PA,E,3,5301.5,0.0,0.0
2025-11-01,PB,B,138,54859.67,248.7635,0.0045345424061063438
2025-11-01,PB,E,177,244665.52,861.459,0.0035209660928111159
2025-11-01,PB,F,52,36391.81,276.24,0.0075907189007636613
2025-11-01,PB,D,531,341128.59,5940.178,0.017413310329691217
2025-11-01,PB,C,769,556875.32,3868.0379999999996,0.0069459677257738767
2025-11-01,PB,A,212,217052.25,216.5714,0.00099778463480567465
2025-11-01,PE,B,1771,1322349.55,4970.6780000000026,0.0037589743196116353
2025-11-01,PE,A,2479,3353129,4158.6627999999964,0.0012402334655183252
2025-11-01,PE,F,492,522932.54,15003.047999999997,0.028690216906371895
2025-11-01,PE,C,8595,5058012.32,37921.346000000012,0.0074972822525667575
2025-11-01,PE,D,6588,4731145.7,112038.20000000007,0.023680987038720888
2025-11-01,PE,E,2297,2279113.74,38563.679000000004,0.016920471463613748
2025-11-01,PE,G,19,15547.9,0.0,0.0
2025-11-01,PI,C,2,694,28.024,0.040380403458213261
2025-11-01,PI,D,3,736.01,0.0,0.0
2025-11-01,PR,D,18,6629.08,75.57,0.011399771914051421
2025-11-01,PR,A,6,1702.19,2.7889,0.0016384187429135408
2025-11-01,PR,C,26,9053.92,51.977000000000004,0.0057408282821142667
2025-11-01,PR,E,5,3473.31,0.0,0.0
2025-11-01,PR,F,1,2507.2,0.0,0.0
2025-11-01,PR,B,3,8418.65,0.0,0.0
2025-11-01,RJ,C,40,54211.1,67.286,0.0012411849233828498
2025-11-01,RJ,B,10,6923.32,0.0,0.0
2025-11-01,RJ,E,13,4891.59,56.625,0.011575990628813943
2025-11-01,RJ,F,1,326.7,0.0,0.0
2025-11-01,RJ,A,9,8718.06,6.3580000000000005,0.00072929069081882907
2025-11-01,RJ,D,29,17110.72,193.44600000000003,0.011305544126722897
2025-11-01,RN,D,2,667.64,0.0,0.0
2025-11-01,RN,B,1,1417.5,0.0,0.0
2025-11-01,RN,E,1,578.1,0.0,0.0
2025-11-01,RN,C,1,137.64,0.0,0.0
2025-11-01,RN,A,1,645.98,0.0,0.0
2025-11-01,RR,A,1,173.7,0.0,0.0
2025-11-01,RR,B,1,313.38,0.0,0.0
2025-11-01,RR,D,4,999.53,0.0,0.0
2025-11-01,RS,D,17,8338.96,507.18000000000006,0.060820533975459785
2025-11-01,RS,E,4,789.97,68.28,0.0864336620377989
2025-11-01,RS,C,15,4038.29,0.0,0.0
2025-11-01,RS,F,4,1868.85,0.0,0.0
2025-11-01,RS,A,4,2771.68,1.6833000000000002,0.000607321191479536
2025-11-01,RS,B,5,3166.8,25.4675,0.00804202980927119
2025-11-01,SC,B,12,5505.76,0.0,0.0
2025-11-01,SC,E,14,14453.19,438.32,0.03032686901645934
2025-11-01,SC,C,49,36889.52,443.25300000000004,0.012015689008694071
2025-11-01,SC,F,1,869.7,347.88000000000005,0.4
2025-11-01,SC,A,13,100824.78,0.0,0.0
2025-11-01,SC,D,32,16721.77,469.78000000000003,0.028093915895267069
2025-11-01,SE,D,1,43.48,0.0,0.0
2025-11-01,SE,C,2,551.76,0.0,0.0
2025-11-01,SE,B,3,2163.48,0.0,0.0
2025-11-01,SP,D,722,452160.63,11093.89,0.02453528517067043
2025-11-01,SP,C,1064,687763.53,10618.811000000003,0.01543962501181184
2025-11-01,SP,F,63,52191.85,2897.024,0.055507210416952071
2025-11-01,SP,E,236,185824.83,14827.17,0.079791112952989116
2025-11-01,SP,B,210,108700.13,248.34349999999998,0.0022846660808961312
2025-11-01,SP,G,2,591.44,0.0,0.0
2025-11-01,SP,A,302,416371.2,164.2572,0.00039449702573088628
2025-11-01,TO,C,3,525.07,18.969,0.036126611689869921
2025-10-01,AC,E,1,1003.2,0.0,0.0
2025-10-01,AC,C,1,414.93,0.0,0.0
2025-10-01,AC,A,1,197.19,0.0,0.0
2025-10-01,AC,D,4,547.62,103.4,0.18881706292684708
2025-10-01,AC,B,1,278.18,0.0,0.0
2025-10-01,AL,D,2,1555.6,759.76,0.48840318848032915
2025-10-01,AL,B,1,215.53,0.0,0.0
2025-10-01,AL,C,1,2909.31,0.0,0.0
2025-10-01,AM,D,11,2270.43,0.0,0.0
2025-10-01,AM,B,5,1121.31,0.0,0.0
2025-10-01,AM,A,4,1849.33,1467.53,0.7935468521031942
2025-10-01,AM,C,10,7906.19,0.0,0.0
2025-10-01,AP,D,8,3440.69,0.0,0.0
2025-10-01,AP,E,2,2235,0.0,0.0
2025-10-01,AP,C,10,3852.85,212.04,0.05503458478788429
2025-10-01,AP,B,1,107.44,0.0,0.0
2025-10-01,AP,A,3,4578.53,0.0,0.0
2025-10-01,BA,E,5,3255.4,83.13,0.025536032438410024
2025-10-01,BA,C,15,9706.67,359.84,0.037071415840859941
2025-10-01,BA,D,10,9655.98,183.93,0.019048299602940355
2025-10-01,BA,A,3,253.01,0.0,0.0
2025-10-01,BA,B,5,597.71,0.0,0.0
2025-10-01,CE,E,754,640991.71,48590.15400000001,0.075804652762201885
2025-10-01,CE,C,3057,1777805.95,100076.91799999999,0.056292374316780747
2025-10-01,CE,A,777,786934.94,63914.514600000017,0.0812195663849924
2025-10-01,CE,B,621,633809.87,26387.235,0.041632729701732166
2025-10-01,CE,F,138,201069.15,33806.85,0.16813543997177091
2025-10-01,CE,G,13,4336.7,345.16,0.079590472017893793
2025-10-01,CE,D,2269,1203751.4,82362.731999999989,0.068421712323657527
2025-10-01,DF,B,6,2484.91,1059.11,0.42621664366113859
2025-10-01,DF,D,12,4593.94,0.0,0.0
2025-10-01,DF,E,2,347.35,0.0,0.0
2025-10-01,DF,C,10,10847.7,417.15,0.038455156392599346
2025-10-01,DF,F,1,32,0.0,0.0
2025-10-01,DF,A,1,57.04,0.0,0.0
2025-10-01,ES,B,3,334.15,143.8,0.43034565314978307
2025-10-01,ES,D,16,8910.5,509.79,0.057212277649963526
2025-10-01,ES,E,5,1857.57,0.0,0.0
2025-10-01,ES,C,23,13033.57,863.38999999999987,0.066243554145180475
2025-10-01,ES,A,5,1088.1,0.0,0.0
2025-10-01,GO,F,1,2459.04,0.0,0.0
2025-10-01,GO,B,3,821.82,0.0,0.0
2025-10-01,GO,D,16,5161.15,0.0,0.0
2025-10-01,GO,A,9,6231.58,0.0,0.0
2025-10-01,GO,C,32,21437.8,275.37,0.012845068057356633
2025-10-01,GO,E,8,3642.63,0.0,0.0
2025-10-01,MA,D,6,5667.03,0.0,0.0
2025-10-01,MA,A,4,2391.05,0.0,0.0
2025-10-01,MA,F,1,124.68,0.0,0.0
2025-10-01,MA,B,2,697.03,0.0,0.0
2025-10-01,MA,C,8,2989.02,1326.002,0.44362433172076465
2025-10-01,MG,A,58,60696.04,5970.9064,0.098373903799984314
2025-10-01,MG,B,68,67474.99,1302.5875,0.019304745358243107
2025-10-01,MG,D,221,202642.63,7509.3099999999995,0.037056911470207426
2025-10-01,MG,E,80,46311.85,3382.0299999999997,0.073027313743674674
2025-10-01,MG,F,16,10025.92,0.0,0.0
2025-10-01,MG,C,262,189588.79,14337.429,0.075623822484441189
2025-10-01,MS,B,1,127.66,127.66,1.0
2025-10-01,MS,C,3,274.35,0.0,0.0
2025-10-01,MS,D,2,414.82,0.0,0.0
2025-10-01,MT,B,1,374.5,0.0,0.0
2025-10-01,MT,D,9,7373.97,2364.31,0.32062918617786618
2025-10-01,MT,C,10,5778.82,0.0,0.0
2025-10-01,MT,E,2,20340.93,0.0,0.0
2025-10-01,MT,A,6,1221.82,0.0,0.0
2025-10-01,PA,D,23,6143.74,255.66,0.0416130890955672
2025-10-01,PA,C,26,9970.42,1094.77,0.10980179370578171
2025-10-01,PA,A,6,4476.66,0.0,0.0
2025-10-01,PA,B,5,1843.81,0.0,0.0
2025-10-01,PA,E,8,3116.72,1179.82,0.37854539387561281
2025-10-01,PB,G,1,350,0.0,0.0
2025-10-01,PB,B,161,85818.03,7938.135,0.0924996180872481
2025-10-01,PB,F,50,64192.16,434.0,0.0067609502468837313
2025-10-01,PB,C,927,456612.71,43090.356,0.094369593873109656
2025-10-01,PB,E,235,418736.67,6388.8229999999994,0.015257376431827669
2025-10-01,PB,A,193,271869.32,6483.0067999999992,0.02384604044325413
2025-10-01,PB,D,656,413183.82,15380.389999999998,0.037224085880226375
2025-10-01,PE,D,7408,5103275.51,343396.7680000001,0.06728948247593243
2025-10-01,PE,E,2379,3085455.37,370374.52699999983,0.12003885410275755
2025-10-01,PE,F,499,589495.72,11838.974000000004,0.020083222996088935
2025-10-01,PE,C,9832,6276549.14,319982.591,0.050980655749315144
2025-10-01,PE,G,30,28075.32,648.31,0.023091811598229334
2025-10-01,PE,B,1911,1055736.39,91779.467499999941,0.086934075939165037
2025-10-01,PE,A,2408,3231341.94,223728.37190000003,0.069236984526620554
2025-10-01,PI,B,1,296.99,0.0,0.0
2025-10-01,PI,A,1,156.33,0.0,0.0
2025-10-01,PI,D,1,1543.33,0.0,0.0
2025-10-01,PI,C,2,2423.03,0.0,0.0
2025-10-01,PR,D,23,5339.61,733.23,0.13731901768106661
2025-10-01,PR,B,2,1351.96,351.98,0.26034793928814465
2025-10-01,PR,A,6,4388.1,835.31,0.19035801371892161
2025-10-01,PR,E,9,3227.18,0.0,0.0
2025-10-01,PR,C,28,14844.52,3231.5,0.21768976026169926
2025-10-01,RJ,F,2,594.15,500.79,0.84286796263569808
2025-10-01,RJ,A,12,12327.11,0.0,0.0
2025-10-01,RJ,E,14,11866.5,0.0,0.0
2025-10-01,RJ,B,9,9206.96,0.0,0.0
2025-10-01,RJ,D,41,18318.78,2435.9280000000003,0.13297435746266947
2025-10-01,RJ,C,42,13256.15,1198.92,0.090442549307302653
2025-10-01,RN,F,1,551.7,0.0,0.0
2025-10-01,RN,B,1,50.52,0.0,0.0
2025-10-01,RN,D,2,370.44,0.0,0.0
2025-10-01,RN,C,3,694.94,0.0,0.0
2025-10-01,RN,A,3,908.79,0.0,0.0
2025-10-01,RO,D,1,348.05,69.61,0.19999999999999998
2025-10-01,RO,C,1,296.75,0.0,0.0
2025-10-01,RR,D,3,311.25,0.0,0.0
2025-10-01,RR,F,1,564.3,0.0,0.0
2025-10-01,RR,C,1,1249.91,0.0,0.0
2025-10-01,RS,C,20,9145.91,348.55,0.0381099311058167
2025-10-01,RS,E,2,780.5,174.62,0.22372837924407432
2025-10-01,RS,B,2,1197.45,0.0,0.0
2025-10-01,RS,D,15,5620,0.0,0.0
2025-10-01,RS,A,9,19895.48,0.0,0.0
2025-10-01,SC,C,52,26472.67,4648.916,0.17561190465487617
2025-10-01,SC,D,34,14949.82,48.9,0.0032709423926174362
2025-10-01,SC,B,9,4517.54,21.1,0.0046706836021374468
2025-10-01,SC,F,1,60.83,0.0,0.0
2025-10-01,SC,A,13,12020.2,299.24,0.024894760486514365
2025-10-01,SC,E,14,27990.54,328.275,0.0117280695549282
2025-10-01,SE,D,1,355.58,0.0,0.0
2025-10-01,SE,A,1,1132.57,0.0,0.0
2025-10-01,SE,C,4,1270.61,0.0,0.0
2025-10-01,SP,B,222,154744.56,5045.4345,0.032604923236073696
2025-10-01,SP,E,281,526988.27,9742.2619999999988,0.018486677132301253
2025-10-01,SP,D,861,388220.28,22608.818000000003,0.058237086429384889
2025-10-01,SP,C,1114,629846.99,29766.004,0.047259103357785361
2025-10-01,SP,F,62,111528.91,13931.640000000001,0.1249150556568696
2025-10-01,SP,G,3,754.24,0.0,0.0
2025-10-01,SP,A,307,406792.45,20687.9493,0.050856276462358137
2025-10-01,TO,A,1,1177.03,1177.03,1.0
2025-10-01,TO,B,1,164.59,0.0,0.0
2025-10-01,TO,C,4,528.03,0.0,0.0
2025-10-01,TO,F,2,111.72,0.0,0.0
2025-10-01,TO,D,2,187.33,0.0,0.0
2025-10-01,TO,E,2,663.26,0.0,0.0
2025-09-01,AC,C,2,411.83,0.0,0.0
2025-09-01,AC,D,2,1464.39,0.0,0.0
2025-09-01,AC,A,1,83.64,0.0,0.0
2025-09-01,AL,A,1,537.9,537.9,1.0
2025-09-01,AL,B,1,75.34,0.0,0.0
2025-09-01,AM,E,3,437.47,0.0,0.0
2025-09-01,AM,D,7,2362.33,923.89,0.3910926923842139
2025-09-01,AM,C,6,1280.33,78.03,0.060945225059164436
2025-09-01,AM,B,1,355.7,0.0,0.0
2025-09-01,AP,C,7,2116.78,1117.87,0.52809928287304286
2025-09-01,AP,E,2,751.82,0.0,0.0
2025-09-01,AP,A,2,833.4,0.0,0.0
2025-09-01,AP,B,1,780.77,0.0,0.0
2025-09-01,AP,D,2,583.54,0.0,0.0
2025-09-01,BA,D,10,67057.45,62756.06,0.93585515106822581
2025-09-01,BA,B,2,399.57,135.45,0.33898941361964108
2025-09-01,BA,E,4,982.65,0.0,0.0
2025-09-01,BA,C,10,8482.83,0.0,0.0
2025-09-01,CE,A,475,844149.96,67118.13,0.079509723604085716
2025-09-01,CE,C,2536,1985687.63,105515.09000000001,0.053137808991638842
2025-09-01,CE,E,504,510836.96,25640.020000000004,0.050192178733504331
2025-09-01,CE,G,1,530,0.0,0.0
2025-09-01,CE,F,108,189565.02,18413.79,0.0971370667436429
2025-09-01,CE,D,1872,1134807.4,142863.93999999994,0.12589267570867088
2025-09-01,CE,B,489,403755.11,21029.97,0.052085953785204107
2025-09-01,DF,A,1,85.9,0.0,0.0
2025-09-01,DF,C,8,1789.27,146.18,0.081698122698083575
2025-09-01,DF,D,8,1457.77,75.0,0.051448445227985209
2025-09-01,DF,E,2,184.24,0.0,0.0
2025-09-01,DF,B,1,567.7,0.0,0.0
2025-09-01,ES,B,9,3619.89,488.69,0.13500133981971829
2025-09-01,ES,A,7,7286.22,349.7,0.047994707818320055
2025-09-01,ES,E,1,150.9,150.9,1.0
2025-09-01,ES,C,15,13820.3,258.7,0.018718841125011758
2025-09-01,ES,D,15,4430.61,0.0,0.0
2025-09-01,ES,F,3,3729.68,0.0,0.0
2025-09-01,GO,B,2,276.16,0.0,0.0
2025-09-01,GO,F,1,1124.4,0.0,0.0
2025-09-01,GO,E,6,3171.82,0.0,0.0
2025-09-01,GO,D,13,5336.95,347.26,0.065067126354940552
2025-09-01,GO,A,2,708.74,0.0,0.0
2025-09-01,GO,C,21,24103.38,185.29,0.0076873036063821749
2025-09-01,MA,C,3,530.41,0.0,0.0
2025-09-01,MA,E,2,661.3,82.25,0.12437622864055649
2025-09-01,MA,A,2,1491.15,1293.64,0.86754518324782892
2025-09-01,MA,D,3,1511.52,0.0,0.0
2025-09-01,MG,A,51,49995.47,723.89,0.014479111807529761
2025-09-01,MG,B,49,21872.48,864.43,0.039521352859849451
2025-09-01,MG,E,48,52815.38,13602.57,0.2575494107966278
2025-09-01,MG,C,269,109783.19,13560.439999999997,0.12352018555846297
2025-09-01,MG,G,1,423.33,0.0,0.0
2025-09-01,MG,D,183,83395.73,3461.0699999999997,0.04150176513833502
2025-09-01,MG,F,8,8400.28,0.0,0.0
2025-09-01,MS,A,2,189.38,0.0,0.0
2025-09-01,MS,B,1,163.03,0.0,0.0
2025-09-01,MS,D,1,384.49,0.0,0.0
2025-09-01,MS,C,2,1242.53,0.0,0.0
2025-09-01,MS,E,1,274.38,0.0,0.0
2025-09-01,MT,A,3,77586.55,0.0,0.0
2025-09-01,MT,C,7,1347.61,0.0,0.0
2025-09-01,MT,F,1,148.5,0.0,0.0
2025-09-01,MT,D,5,1125.2,628.72,0.55876288659793816
2025-09-01,MT,E,4,3838.08,1659.17,0.43229166666666669
2025-09-01,PA,F,1,1177.2,0.0,0.0
2025-09-01,PA,C,12,3211.92,889.3,0.27687489103090984
2025-09-01,PA,B,4,262.64,0.0,0.0
2025-09-01,PA,E,7,3321.49,551.23,0.16595865108731325
2025-09-01,PA,D,21,47608.03,0.0,0.0
2025-09-01,PA,A,6,4393.61,0.0,0.0
2025-09-01,PB,B,111,58230.65,8471.3,0.14547836920934248
2025-09-01,PB,G,2,950.08,0.0,0.0
2025-09-01,PB,F,36,56232.92,659.18999999999994,0.011722492803148049
2025-09-01,PB,C,713,575030.01,28699.280000000006,0.049909186478806565
2025-09-01,PB,E,142,307492.6,50244.18,0.16339963953604089
2025-09-01,PB,A,114,205612.34,7614.1000000000013,0.03703133771056738
2025-09-01,PB,D,539,329150,42578.220000000008,0.12935810420780802
2025-09-01,PE,G,12,9672.7,1588.26,0.16420027500077536
2025-09-01,PE,D,6194,3619091.93,362921.37999999995,0.10027967982565171
2025-09-01,PE,F,320,469459.03,19201.1,0.04090048070861476
2025-09-01,PE,A,1396,2424219.61,173310.45000000007,0.071491233420061348
2025-09-01,PE,C,8298,4721588.28,377714.91999999981,0.079997428322996389
2025-09-01,PE,E,1808,1611347.46,96496.220000000088,0.059885420367373834
2025-09-01,PE,B,1521,1090535.03,63581.410000000011,0.058302950616817881
2025-09-01,PI,A,3,1552.14,0.0,0.0
2025-09-01,PI,C,2,281.97,0.0,0.0
2025-09-01,PI,D,2,688.58,0.0,0.0
2025-09-01,PR,B,5,1134.01,0.0,0.0
2025-09-01,PR,E,2,242.86,0.0,0.0
2025-09-01,PR,D,23,7111.42,42.91,0.0060339566500080145
2025-09-01,PR,C,16,10932.26,1099.6799999999998,0.10059036283440019
2025-09-01,PR,A,5,1630.5,0.0,0.0
2025-09-01,RJ,D,26,8294.27,169.73,0.020463524818941266
2025-09-01,RJ,A,8,4800.78,0.0,0.0
2025-09-01,RJ,C,33,14317.31,922.56,0.064436685382938549
2025-09-01,RJ,F,2,1444.8,0.0,0.0
2025-09-01,RJ,E,4,34536.45,0.0,0.0
2025-09-01,RN,D,2,178.27,0.0,0.0
2025-09-01,RN,A,1,456,0.0,0.0
2025-09-01,RN,B,1,769.98,769.98,1.0
2025-09-01,RO,D,1,204.65,0.0,0.0
2025-09-01,RO,E,1,671,0.0,0.0
2025-09-01,RO,B,1,206.69,0.0,0.0
2025-09-01,RO,C,1,76.29,0.0,0.0
2025-09-01,RR,C,3,1325.22,0.0,0.0
2025-09-01,RR,B,1,365.53,0.0,0.0
2025-09-01,RS,E,3,867.4,0.0,0.0
2025-09-01,RS,D,10,3953.24,92.14,0.023307464257166274
2025-09-01,RS,B,5,1813.29,717.81,0.39586056284433263
2025-09-01,RS,A,1,279.8,0.0,0.0
2025-09-01,RS,C,15,44522.81,0.0,0.0
2025-09-01,SC,D,37,11871.03,1310.92,0.11043018171127526
2025-09-01,SC,E,11,5900.45,363.7,0.0616393664889966
2025-09-01,SC,B,12,3811.8,0.0,0.0
2025-09-01,SC,A,6,4269.74,215.0,0.050354354129291248
