risk_month,segment,current_rating,total_loans,total_exposure,total_expected_loss,avg_provision_rate
2025-09-01,SC,F,1,2935.05,0.0,0.0
2025-09-01,SC,C,34,16215.54,25.19,0.0015534481121196088
2025-09-01,SE,C,2,1550.29,0.0,0.0
2025-09-01,SE,D,2,966.98,449.66,0.4650147883099961
2025-09-01,SP,E,194,152600.56,9765.9199999999983,0.0639966196716447
2025-09-01,SP,G,1,1300.95,0.0,0.0
2025-09-01,SP,D,722,551095.61,95266.15999999996,0.17286684609953609
2025-09-01,SP,A,165,285783.97,7263.93,0.025417555785231763
2025-09-01,SP,F,33,48794.46,101.6,0.0020822035944244488
2025-09-01,SP,C,939,675871.62,45505.960000000006,0.0673292954659052
2025-09-01,SP,B,171,85494.13,3199.78,0.037426897027901217
2025-09-01,TO,C,1,1182.36,0.0,0.0
2025-09-01,TO,B,1,50.5,0.0,0.0
2025-08-01,AC,D,1,674.86,0.0,0.0
2025-08-01,AC,C,1,149.93,0.0,0.0
2025-08-01,AL,B,1,51.73,0.0,0.0
2025-08-01,AL,C,1,324.38,0.0,0.0
2025-08-01,AL,A,1,36011.76,0.0,0.0
2025-08-01,AM,E,2,2492.33,0.0,0.0
2025-08-01,AM,D,4,482.65,0.0,0.0
2025-08-01,AM,C,7,1112.9,0.0,0.0
2025-08-01,AM,B,2,1179.63,0.0,0.0
2025-08-01,AP,B,2,209.94,0.0,0.0
2025-08-01,AP,D,2,228.04,0.0,0.0
2025-08-01,AP,C,3,798.09,0.0,0.0
2025-08-01,AP,E,1,78.16,0.0,0.0
2025-08-01,AP,A,2,711.3,0.0,0.0
2025-08-01,BA,D,9,3774.73,369.11,0.0977844773003632
2025-08-01,BA,E,1,30.28,0.0,0.0
2025-08-01,BA,B,3,958.62,0.0,0.0
2025-08-01,BA,A,3,2230.07,0.0,0.0
2025-08-01,BA,F,2,258.52,0.0,0.0
2025-08-01,BA,C,13,4228.41,521.46,0.12332295118023089
2025-08-01,CE,F,71,77188.47,1099.5900000000001,0.0142455213842171
2025-08-01,CE,A,325,469810.35,38365.03,0.081660674355088184
2025-08-01,CE,B,411,275721.79,21776.59,0.078980301121648749
2025-08-01,CE,D,1810,1079796.58,76881.650000000009,0.071200123638102283
2025-08-01,CE,E,465,421564.4,19702.999999999993,0.046737817519695669
2025-08-01,CE,C,2437,1370144.29,122741.67999999993,0.089583032163714618
2025-08-01,DF,B,2,941.71,0.0,0.0
2025-08-01,DF,D,7,2819.02,0.0,0.0
2025-08-01,DF,C,10,2065.26,0.0,0.0
2025-08-01,DF,E,1,273.99,0.0,0.0
2025-08-01,DF,A,1,107.8,0.0,0.0
2025-08-01,ES,C,18,5771.46,351.49,0.060901401031974577
2025-08-01,ES,E,5,3411.91,0.0,0.0
2025-08-01,ES,D,18,5758.81,1252.92,0.21756578181950784
2025-08-01,ES,B,4,764.55,0.0,0.0
2025-08-01,GO,B,5,1134.93,0.0,0.0
2025-08-01,GO,E,2,615.36,75.39,0.12251365054602184
2025-08-01,GO,D,10,1950.02,246.43,0.12637306284038113
2025-08-01,GO,A,5,2209.17,0.0,0.0
2025-08-01,GO,C,15,2629.14,829.4,0.3154643723803221
2025-08-01,MA,C,4,807.56,0.0,0.0
2025-08-01,MA,F,1,205.8,0.0,0.0
2025-08-01,MA,A,1,633.65,0.0,0.0
2025-08-01,MA,D,2,1705.26,0.0,0.0
2025-08-01,MA,B,1,305.11,0.0,0.0
2025-08-01,MG,E,45,22046.25,4839.41,0.21951170834042069
2025-08-01,MG,A,34,36469.61,0.0,0.0
2025-08-01,MG,D,150,59162.72,2759.9399999999996,0.046649984990548093
2025-08-01,MG,F,6,1904.5,0.0,0.0
2025-08-01,MG,G,1,1116.68,0.0,0.0
2025-08-01,MG,B,36,12477.12,243.99,0.019554993460029237
2025-08-01,MG,C,228,135837.47,11219.099999999997,0.082592085968621151
2025-08-01,MS,D,2,1577.77,0.0,0.0
2025-08-01,MS,C,3,611.3,0.0,0.0
2025-08-01,MT,D,4,397.77,0.0,0.0
2025-08-01,MT,C,5,3382.39,0.0,0.0
2025-08-01,MT,A,2,432.23,0.0,0.0
2025-08-01,MT,E,1,107.96,0.0,0.0
2025-08-01,PA,C,19,7766.17,68.03,0.0087597876430724544
2025-08-01,PA,B,1,8762.1,0.0,0.0
2025-08-01,PA,D,16,6807,0.0,0.0
2025-08-01,PA,A,6,9810.08,0.0,0.0
2025-08-01,PA,F,1,498.68,0.0,0.0
2025-08-01,PA,E,4,3824.29,0.0,0.0
2025-08-01,PB,B,107,57119.11,2245.92,0.039319940384225177
2025-08-01,PB,C,679,655079.91,17238.71,0.026315430738823906
2025-08-01,PB,D,549,247696.05,10890.440000000004,0.043966950623556593
2025-08-01,PB,A,75,95745.95,15638.670000000002,0.1633350549031056
2025-08-01,PB,E,132,104216.09,11497.11,0.11031991317271643
2025-08-01,PB,F,20,33567.15,5436.0,0.1619440435068214
2025-08-01,PB,G,1,224.16,0.0,0.0
2025-08-01,PE,D,5896,3546445.61,237904.76000000007,0.067082590898666028
2025-08-01,PE,E,1489,1574733.93,98818.080000000016,0.062752239040153285
2025-08-01,PE,C,7950,4774193.79,454566.01000000007,0.095213145924686077
2025-08-01,PE,A,1054,2067976.14,137982.58000000007,0.066723487438302878
2025-08-01,PE,F,213,414811.12,17337.870000000003,0.041797023184913663
2025-08-01,PE,B,1335,1334648.19,48465.51,0.036313322389475537
2025-08-01,PE,G,8,5175.97,0.0,0.0
2025-08-01,PI,D,2,460.73,0.0,0.0
2025-08-01,PI,C,3,637.2,0.0,0.0
2025-08-01,PR,A,1,422.8,0.0,0.0
2025-08-01,PR,C,21,11556.44,170.72,0.01477271547293111
2025-08-01,PR,D,15,4824.34,404.97,0.083943088588283588
2025-08-01,PR,B,7,1721.78,215.28,0.12503339567192093
2025-08-01,PR,E,5,4685.41,0.0,0.0
2025-08-01,RJ,A,4,4017.74,679.32,0.16908012962511265
2025-08-01,RJ,B,9,1705.31,0.0,0.0
2025-08-01,RJ,E,9,4365.15,20.21,0.0046298523532982833
2025-08-01,RJ,D,22,7853.57,0.0,0.0
2025-08-01,RJ,C,32,12169.07,827.7,0.068016701358444
2025-08-01,RN,C,2,798.26,0.0,0.0
2025-08-01,RN,E,1,458.7,0.0,0.0
2025-08-01,RN,B,1,413.34,0.0,0.0
2025-08-01,RN,D,3,1767.81,0.0,0.0
2025-08-01,RR,D,3,870.95,0.0,0.0
2025-08-01,RR,B,1,273.18,0.0,0.0
2025-08-01,RR,C,1,3260.4,3260.4,1.0
2025-08-01,RS,D,9,4824.95,127.55,0.026435507103700556
2025-08-01,RS,C,9,2923.33,1550.9499999999998,0.53054222410743912
2025-08-01,RS,F,1,234.5,0.0,0.0
2025-08-01,RS,A,1,539.19,0.0,0.0
2025-08-01,RS,B,2,426,0.0,0.0
2025-08-01,RS,E,1,107.4,0.0,0.0
2025-08-01,SC,A,3,969.95,0.0,0.0
2025-08-01,SC,B,5,798.42,140.9,0.17647353523208337
2025-08-01,SC,D,35,24266.74,1370.95,0.056495021580978737
2025-08-01,SC,E,6,9162.7,700.89,0.07649382823840134
2025-08-01,SC,C,40,22543.67,554.12,0.024579848800128819
2025-08-01,SE,D,1,132.88,0.0,0.0
2025-08-01,SP,E,160,119977.34,6851.7400000000016,0.057108617343908458
2025-08-01,SP,G,2,461.23,0.0,0.0
2025-08-01,SP,A,114,223014.49,12818.999999999998,0.057480569984488444
2025-08-01,SP,C,896,519660.61,28990.720000000012,0.055787795807729225
2025-08-01,SP,D,630,418376.62,103962.25000000001,0.24848962640407588
2025-08-01,SP,B,131,110605.5,632.05,0.0057144536212032854
2025-08-01,SP,F,34,128393.87,6008.32,0.046796003578675527
2025-08-01,TO,C,2,677.18,0.0,0.0
2025-08-01,TO,A,1,479.14,0.0,0.0
2025-08-01,TO,D,3,1382.21,559.67,0.40490952894278
2025-07-01,AC,C,2,575.88,0.0,0.0
2025-07-01,AC,A,1,54.54,0.0,0.0
2025-07-01,AC,D,1,156.34,0.0,0.0
2025-07-01,AC,E,1,434.76,0.0,0.0
2025-07-01,AL,D,1,139.83,0.0,0.0
2025-07-01,AL,C,2,593.96,0.0,0.0
2025-07-01,AL,E,1,355.99,0.0,0.0
2025-07-01,AM,D,5,693.68,0.0,0.0
2025-07-01,AM,E,2,602.2,0.0,0.0
2025-07-01,AM,B,1,438.93,0.0,0.0
2025-07-01,AM,A,1,877.05,0.0,0.0
2025-07-01,AM,C,8,3216.85,2344.73,0.72889006326064321
2025-07-01,AP,A,2,720.32,0.0,0.0
2025-07-01,AP,E,3,1363,0.0,0.0
2025-07-01,AP,B,1,123.69,123.69,1.0
2025-07-01,AP,C,5,11599.02,0.0,0.0
2025-07-01,AP,D,5,1443.7,0.0,0.0
2025-07-01,BA,B,2,447.46,307.9,0.68810619943682116
2025-07-01,BA,C,13,3607.23,1608.48,0.44590447517901549
2025-07-01,BA,D,7,3231.09,0.0,0.0
2025-07-01,BA,A,1,354.05,0.0,0.0
2025-07-01,BA,E,1,22.11,0.0,0.0
2025-07-01,CE,C,2731,1500733.41,105193.36000000003,0.070094634596027314
2025-07-01,CE,G,1,1588.27,0.0,0.0
2025-07-01,CE,D,1949,919924.65,69840.52999999997,0.075919837564957057
2025-07-01,CE,E,503,387068.72,91045.910000000018,0.23521898127030266
2025-07-01,CE,A,350,557926.08,44281.830000000009,0.079368632489809424
2025-07-01,CE,F,86,102131.59,14134.75,0.13839743413374844
2025-07-01,CE,B,414,234361.31,17138.870000000003,0.0731301169122156
2025-07-01,DF,D,3,712.91,0.0,0.0
2025-07-01,DF,B,4,3110.38,619.6,0.19920395578675273
2025-07-01,DF,C,11,9074.05,0.0,0.0
2025-07-01,DF,A,1,79.95,0.0,0.0
2025-07-01,DF,E,4,2048.24,0.0,0.0
2025-07-01,ES,A,3,1083.13,0.0,0.0
2025-07-01,ES,E,4,933.73,0.0,0.0
2025-07-01,ES,D,23,10803.92,886.28,0.082033187954001871
2025-07-01,ES,B,5,748.8,0.0,0.0
2025-07-01,ES,C,14,11646.45,181.45,0.015579854805541601
2025-07-01,GO,B,4,2139.44,147.18,0.068793703025090677
2025-07-01,GO,F,1,9251.38,0.0,0.0
2025-07-01,GO,D,21,9510.44,3717.5099999999998,0.390887277560239
2025-07-01,GO,A,3,2919.61,0.0,0.0
2025-07-01,GO,C,18,8830.15,681.93999999999994,0.077228586150858133
2025-07-01,GO,E,10,2564.01,0.0,0.0
2025-07-01,MA,C,8,2746.5,0.0,0.0
2025-07-01,MA,A,1,352.74,0.0,0.0
2025-07-01,MA,B,1,175.28,0.0,0.0
2025-07-01,MA,E,1,669.28,0.0,0.0
2025-07-01,MA,D,6,1313.87,281.57,0.21430582934384682
2025-07-01,MG,D,159,85274.26,940.01,0.011023373289900142
2025-07-01,MG,E,47,51056.58,1071.07,0.020978099198967103
2025-07-01,MG,C,256,113636.42,10968.820000000002,0.096525568123318223
2025-07-01,MG,A,33,45147.65,0.0,0.0
2025-07-01,MG,F,5,5134.78,0.0,0.0
2025-07-01,MG,B,46,22102.75,225.81,0.010216375790342831
2025-07-01,MS,C,6,1220.58,0.0,0.0
2025-07-01,MS,D,3,1123.95,0.0,0.0
2025-07-01,MT,D,3,747.39,0.0,0.0
2025-07-01,MT,B,5,1561.36,0.0,0.0
2025-07-01,MT,C,7,2994.49,635.97,0.21238007139780066
2025-07-01,MT,F,1,224.12,0.0,0.0
2025-07-01,PA,A,4,2970.16,0.0,0.0
2025-07-01,PA,E,6,1497.26,0.0,0.0
2025-07-01,PA,C,18,6286.62,0.0,0.0
2025-07-01,PA,B,4,12150.24,7290.6,0.60003753012286176
2025-07-01,PA,D,13,1944.98,0.0,0.0
2025-07-01,PB,G,3,26909.71,0.0,0.0
2025-07-01,PB,B,127,54152.04,2255.85,0.041657710402045793
2025-07-01,PB,F,22,16223.37,180.18,0.011106200499649579
2025-07-01,PB,D,549,315796.88,148284.23,0.46955571568661481
2025-07-01,PB,E,160,116448.27,2666.38,0.02289754927230778
2025-07-01,PB,C,768,502256.9,32198.850000000002,0.06410832782984166
2025-07-01,PB,A,102,112959.66,7790.2099999999991,0.068964531231768919
2025-07-01,PE,F,244,246072.93,42199.210000000006,0.17149066335740387
2025-07-01,PE,B,1436,836979.04,69472.189999999959,0.083003500302707645
2025-07-01,PE,G,14,16082.9,2769.41,0.17219593481275142
2025-07-01,PE,C,8468,4614671.63,615271.85000000009,0.13332949759634363
2025-07-01,PE,D,6274,3806865.16,321607.15000000014,0.0844808356700504
2025-07-01,PE,E,1671,1480891.39,72217.219999999972,0.048766047589756042
2025-07-01,PE,A,1070,1378913,117117.38999999997,0.084934575277773122
2025-07-01,PI,C,1,287.35,0.0,0.0
2025-07-01,PI,D,2,1387.27,0.0,0.0
2025-07-01,PR,C,31,21734.04,13771.94,0.63365761726765935
2025-07-01,PR,D,17,8095.21,2467.81,0.3048481756495508
2025-07-01,PR,F,2,691.29,334.5,0.48387796727856619
2025-07-01,PR,E,3,403.84,0.0,0.0
2025-07-01,PR,B,1,421.14,0.0,0.0
2025-07-01,PR,A,1,273.87,0.0,0.0
2025-07-01,RJ,A,4,3099.32,0.0,0.0
2025-07-01,RJ,B,4,2900.43,0.0,0.0
2025-07-01,RJ,D,24,15116.69,201.9,0.013356098458061917
2025-07-01,RJ,F,7,7770.99,3120.33,0.40153571166608115
2025-07-01,RJ,C,40,28100.52,1743.88,0.062058638060790337
2025-07-01,RJ,E,9,7553.56,947.21,0.12539914954008441
2025-07-01,RJ,G,1,237.8,0.0,0.0
2025-07-01,RN,D,1,113.88,0.0,0.0
2025-07-01,RN,C,5,2888.05,0.0,0.0
2025-07-01,RN,E,2,493.13,154.73,0.31377121651491491
2025-07-01,RN,A,1,159.6,0.0,0.0
2025-07-01,RO,C,1,114.73,0.0,0.0
2025-07-01,RR,D,1,5373.69,0.0,0.0
2025-07-01,RR,C,3,568.27,0.0,0.0
2025-07-01,RS,D,11,3776.91,711.53,0.18838945063557247
2025-07-01,RS,A,3,559.38,0.0,0.0
2025-07-01,RS,C,14,3927.66,1285.69,0.32734248891197304
2025-07-01,RS,E,2,100.04,0.0,0.0
2025-07-01,RS,B,3,1485.85,0.0,0.0
2025-07-01,SC,C,42,14066.1,1177.83,0.083735363746880787
2025-07-01,SC,B,6,11533.74,1334.05,0.11566499678335042
2025-07-01,SC,E,7,7166.02,0.0,0.0
2025-07-01,SC,F,1,2143.2,0.0,0.0
2025-07-01,SC,A,7,9921.7,0.0,0.0
2025-07-01,SC,D,27,9811.54,494.22,0.050371297472160334
2025-07-01,SE,C,1,1026.57,0.0,0.0
2025-07-01,SP,A,131,134578.86,18384.98,0.13661120327516521
2025-07-01,SP,D,690,366156.16,26995.120000000006,0.0737257021703527
2025-07-01,SP,F,39,31035.2,1702.04,0.054842243645924625
2025-07-01,SP,B,166,71217.79,5713.77,0.080229532536743989
2025-07-01,SP,E,191,113125.32,8399.05,0.074245535835832321
2025-07-01,SP,C,1001,602159.9,33750.039999999986,0.056048302120416831
2025-07-01,TO,D,1,55.38,0.0,0.0
2025-06-01,AC,C,1,829.95,0.0,0.0
2025-06-01,AC,D,1,60.08,0.0,0.0
2025-06-01,AL,C,1,215.28,0.0,0.0
2025-06-01,AL,F,1,724.4,0.0,0.0
2025-06-01,AM,A,1,433.35,0.0,0.0
2025-06-01,AM,B,1,208.23,0.0,0.0
2025-06-01,AM,E,1,184.89,0.0,0.0
2025-06-01,AM,D,11,4706.24,0.0,0.0
2025-06-01,AM,C,5,2182.5,0.0,0.0
2025-06-01,AP,C,9,4015.59,0.0,0.0
2025-06-01,AP,D,5,550.29,0.0,0.0
2025-06-01,AP,E,1,245.41,0.0,0.0
2025-06-01,BA,E,6,1604.39,186.89999999999998,0.11649287268058263
2025-06-01,BA,D,7,2946.91,0.0,0.0
2025-06-01,BA,A,1,394.36,0.0,0.0
2025-06-01,BA,C,16,4526.38,411.02,0.090805456015623953
2025-06-01,BA,B,3,1118.66,0.0,0.0
2025-06-01,CE,B,468,205973.9,18681.120000000003,0.090696539707215348
2025-06-01,CE,F,76,67956.88,3506.86,0.051604193718134204
2025-06-01,CE,G,7,31166.63,569.93000000000006,0.018286545577754158
2025-06-01,CE,A,324,329467.45,14806.39,0.0449403727136019
2025-06-01,CE,C,2473,1197484.82,94984.599999999977,0.079320086913502563
2025-06-01,CE,D,1887,1226787.66,64603.51000000006,0.052660710656316889
2025-06-01,CE,E,468,280605.76,12529.59,0.044651934443541
2025-06-01,DF,C,8,2229.27,0.0,0.0
2025-06-01,DF,B,4,2314.48,57.09,0.024666447755003287
2025-06-01,DF,A,1,283.74,0.0,0.0
2025-06-01,DF,D,5,2198.53,0.0,0.0
2025-06-01,ES,D,12,2408.27,99.21,0.04119554701092485
2025-06-01,ES,A,2,660.83,0.0,0.0
2025-06-01,ES,B,3,344.59,0.0,0.0
2025-06-01,ES,E,2,219.38,177.48,0.8090072021150515
2025-06-01,ES,C,17,4601.81,0.0,0.0
2025-06-01,GO,B,2,320.43,0.0,0.0
2025-06-01,GO,E,2,647.8,308.8,0.47669033652361847
2025-06-01,GO,C,27,8529.99,709.54,0.083181809122871181
2025-06-01,GO,D,15,5590.51,61.24,0.010954277874469414
2025-06-01,GO,A,2,586.49,36.99,0.063070129072959474
2025-06-01,MA,E,1,354,0.0,0.0
2025-06-01,MA,C,2,217.05,0.0,0.0
2025-06-01,MA,D,7,3583.79,0.0,0.0
2025-06-01,MA,A,3,1896.1,234.31,0.12357470597542325
2025-06-01,MG,F,8,5741.71,0.0,0.0
2025-06-01,MG,B,44,66188.15,1419.8700000000001,0.021452027288872709
2025-06-01,MG,G,1,521.53,0.0,0.0
2025-06-01,MG,A,32,29128.25,1573.06,0.054004617510492389
2025-06-01,MG,C,224,191800.8,16274.050000000001,0.084848707617486488
2025-06-01,MG,E,47,17330.71,617.87,0.035651741907861828
2025-06-01,MG,D,150,73037.94,5791.7,0.079297143375073278
2025-06-01,MS,D,4,625.56,0.0,0.0
2025-06-01,MS,C,1,402.98,0.0,0.0
2025-06-01,MS,A,1,9889.29,0.0,0.0
2025-06-01,MT,D,6,1873,0.0,0.0
2025-06-01,MT,C,6,1890.01,0.0,0.0
2025-06-01,PA,D,17,5584.39,453.87,0.081274767700679929
2025-06-01,PA,C,32,17213.87,438.05,0.025447502508151858
2025-06-01,PA,E,6,2234.1,0.0,0.0
2025-06-01,PA,F,1,74.29,0.0,0.0
2025-06-01,PA,B,6,2195.1,647.26,0.29486583754726436
2025-06-01,PA,A,6,4081.75,1478.59,0.3622441354811049
2025-06-01,PB,F,28,13753.54,218.1,0.015857735535723894
2025-06-01,PB,C,715,357571.12,25497.859999999997,0.07130849941124999
2025-06-01,PB,A,87,82227.81,3335.6899999999996,0.040566445828971974
2025-06-01,PB,B,114,75960.97,3632.75,0.047823902196088335
2025-06-01,PB,E,138,97942.17,3225.05,0.0329281044110009
2025-06-01,PB,D,498,230051.48,19315.749999999996,0.083962728690117519
2025-06-01,PE,G,17,55132.56,992.79,0.018007326342183275
2025-06-01,PE,B,1391,1201356.49,60941.239999999954,0.050727024415542096
2025-06-01,PE,E,1573,1011689.53,69748.23,0.06894232660488242
2025-06-01,PE,A,1030,1772666.24,74877.569999999992,0.042240083502690269
2025-06-01,PE,F,218,288864.89,9245.92,0.0320077666759709
2025-06-01,PE,C,8090,4472749.74,511405.70000000013,0.11433809842443814
2025-06-01,PE,D,5788,2914124.47,242116.57000000012,0.083083812133803642
2025-06-01,PI,C,1,147.41,0.0,0.0
2025-06-01,PI,E,1,281.32,0.0,0.0
2025-06-01,PR,A,1,159.62,159.62,1.0
2025-06-01,PR,C,22,8256.55,238.91,0.028935814595684641
2025-06-01,PR,B,1,141.98,0.0,0.0
2025-06-01,PR,E,4,1229.64,180.23,0.14657135421749454
2025-06-01,PR,D,14,7781.74,2032.0,0.26112411877035213
2025-06-01,RJ,E,7,4032.84,799.8,0.19832177820097002
2025-06-01,RJ,C,32,13636.36,492.76,0.036135742969531454
2025-06-01,RJ,D,16,2910.04,650.82999999999993,0.22364984673750188
2025-06-01,RJ,A,4,6997.69,0.0,0.0
2025-06-01,RJ,B,6,2327.42,0.0,0.0
2025-06-01,RN,D,2,704.41,0.0,0.0
2025-06-01,RN,E,1,16.64,0.0,0.0
2025-06-01,RN,B,1,40.61,0.0,0.0
2025-06-01,RN,C,4,1606.56,0.0,0.0
2025-06-01,RO,D,1,261.42,0.0,0.0
2025-06-01,RO,C,1,168.81,0.0,0.0
2025-06-01,RR,D,2,1901.63,0.0,0.0
2025-06-01,RR,B,1,579.6,0.0,0.0
2025-06-01,RR,C,1,732.71,0.0,0.0
2025-06-01,RS,D,11,3672.22,314.85,0.085738327224403776
2025-06-01,RS,C,16,4998.61,0.0,0.0
2025-06-01,RS,F,2,508.99,0.0,0.0
2025-06-01,RS,E,2,385.95,0.0,0.0
2025-06-01,RS,B,3,1008.4,0.0,0.0
2025-06-01,SC,A,13,7045.51,0.0,0.0
2025-06-01,SC,F,1,60.23,0.0,0.0
2025-06-01,SC,D,32,62345.27,409.26,0.0065644113819701162
2025-06-01,SC,C,39,11051.41,1527.2900000000002,0.13819865519422411
2025-06-01,SC,E,4,1303.2,0.0,0.0
2025-06-01,SC,B,6,2423.48,0.0,0.0
2025-06-01,SP,F,25,24675.31,0.0,0.0
2025-06-01,SP,A,108,149493.02,26988.59,0.18053411456936252
2025-06-01,SP,B,168,64649.14,13756.92,0.21279354992193245
2025-06-01,SP,D,628,255286.99,25385.819999999996,0.09944032008838366
2025-06-01,SP,G,2,747.49,0.0,0.0
2025-06-01,SP,C,918,402254.38,28278.290000000005,0.070299520417900746
2025-06-01,SP,E,198,128149.28,15830.279999999997,0.12352999564258181
2025-06-01,TO,A,1,160.67,160.67,1.0
2025-06-01,TO,C,3,1014.82,0.0,0.0
2025-05-01,AC,B,1,939.94,0.0,0.0
2025-05-01,AC,C,1,146.45,0.0,0.0
2025-05-01,AL,D,1,450.64,0.0,0.0
2025-05-01,AL,B,1,252.55,0.0,0.0
2025-05-01,AM,C,5,1347.51,0.0,0.0
2025-05-01,AM,E,1,388.04,0.0,0.0
2025-05-01,AM,D,7,4877.11,0.0,0.0
2025-05-01,AP,C,4,781.15,120.1,0.153747679703002
2025-05-01,AP,D,4,1231.27,121.69,0.098832912358784025
2025-05-01,AP,B,2,85.74,58.75,0.685211103335666
2025-05-01,BA,A,2,547.89,0.0,0.0
2025-05-01,BA,C,7,2406.82,1225.45,0.50915731130703579
2025-05-01,BA,B,1,150.93,0.0,0.0
2025-05-01,BA,D,11,2985.59,484.21000000000004,0.16218234921740762
2025-05-01,CE,B,429,232276.21,39190.679999999993,0.16872446816658493
2025-05-01,CE,F,98,108339.7,3261.86,0.030107707516265968
2025-05-01,CE,G,2,1048.96,506.37,0.48273528065893834
2025-05-01,CE,C,2437,1144132.92,89725.689999999973,0.078422435393258313
2025-05-01,CE,E,504,206085.24,13640.66,0.066189407839202852
2025-05-01,CE,D,1847,773971.93,52593.38,0.067952567737178782
2025-05-01,CE,A,341,410325.02,89826.039999999979,0.21891436208301404
2025-05-01,DF,D,5,1086.37,314.85,0.28981838600108623
2025-05-01,DF,C,5,2089.6,0.0,0.0
2025-05-01,DF,A,1,364.98,0.0,0.0
2025-05-01,DF,E,3,1114.41,0.0,0.0
2025-05-01,DF,B,2,1048.62,0.0,0.0
2025-05-01,ES,D,20,7696.14,721.19,0.093708014667092859
2025-05-01,ES,B,4,981.3,286.35,0.29180678691531647
2025-05-01,ES,C,21,9566.46,0.0,0.0
2025-05-01,ES,A,4,2361.76,0.0,0.0
2025-05-01,ES,E,5,2305.92,99.9,0.043323272273105749
2025-05-01,GO,C,18,7431.39,779.76,0.10492788024851339
2025-05-01,GO,E,5,3221.49,1809.5,0.5616966062287948
2025-05-01,GO,A,4,839.53,175.27,0.20877157457148646
2025-05-01,GO,D,15,5029.78,80.33,0.015970877453884664
2025-05-01,GO,F,2,365.09,0.0,0.0
2025-05-01,GO,B,4,778.58,0.0,0.0
2025-05-01,MA,E,1,160.65,0.0,0.0
2025-05-01,MA,C,5,3015.37,0.0,0.0
2025-05-01,MA,D,4,1912.92,0.0,0.0
2025-05-01,MA,A,1,45.75,45.75,1.0
2025-05-01,MG,A,38,14597.41,348.67999999999995,0.023886429167914031
2025-05-01,MG,D,184,88532.56,2624.69,0.029646606852891187
2025-05-01,MG,B,40,72363.52,558.62,0.0077196355290621568
2025-05-01,MG,E,44,17774.92,668.08999999999992,0.037586104466292958
2025-05-01,MG,G,1,167.13,0.0,0.0
2025-05-01,MG,C,231,123931.32,7311.45,0.058995982613595975
2025-05-01,MG,F,3,646.17,143.05,0.22138137022764912
2025-05-01,MS,C,6,7210.47,140.57,0.019495261751314406
2025-05-01,MS,E,1,477.78,0.0,0.0
2025-05-01,MS,D,2,552.79,0.0,0.0
2025-05-01,MT,B,2,205.14,49.78,0.24266354684605637
2025-05-01,MT,C,5,1364.12,0.0,0.0
2025-05-01,MT,F,1,135.44,0.0,0.0
2025-05-01,MT,D,12,2337.52,296.92,0.12702351209829221
2025-05-01,MT,E,3,1789.86,0.0,0.0
2025-05-01,PA,E,3,561.03,0.0,0.0
2025-05-01,PA,F,2,1290.45,0.0,0.0
2025-05-01,PA,B,3,799.85,237.72,0.29720572607363882
2025-05-01,PA,A,3,901.91,88.9,0.098568593318623818
2025-05-01,PA,D,15,5199.58,234.78,0.045153647025336661
2025-05-01,PA,C,27,23234.15,2261.92,0.097353249419496732
2025-05-01,PB,C,650,573551.75,26350.94000000001,0.045943439279890627
2025-05-01,PB,A,108,79521.23,2534.49,0.031871866167060038
2025-05-01,PB,F,22,9755.44,313.84,0.032170768309784076
2025-05-01,PB,G,1,162.36,0.0,0.0
2025-05-01,PB,D,549,238202.04,16274.849999999999,0.068323722164596062
2025-05-01,PB,E,143,57402.34,6713.6100000000006,0.11695707875323551
2025-05-01,PB,B,114,55928.87,1944.4799999999998,0.034767017463431672
2025-05-01,PE,G,17,39052.35,515.8,0.013207911943839487
2025-05-01,PE,C,7872,3540741.07,273493.77000000037,0.0772419571476884
2025-05-01,PE,E,1780,1265013.8,109820.92000000006,0.086814009459817792
2025-05-01,PE,D,5976,3210966.04,287195.00999999978,0.089441933182202
2025-05-01,PE,A,1190,1017180.24,100258.50000000003,0.09856512745469774
2025-05-01,PE,B,1361,1063936.69,42103.279999999992,0.039573106553924736
2025-05-01,PE,F,286,246261.82,28381.339999999993,0.11524864065408105
2025-05-01,PI,G,1,154.32,0.0,0.0
2025-05-01,PR,A,3,2456.15,1733.66,0.70584451275369986
2025-05-01,PR,D,8,1911.68,89.19,0.046655297957817206
2025-05-01,PR,C,22,9850.2,59.08,0.0059978477594363564
2025-05-01,PR,B,5,2877.24,0.0,0.0
2025-05-01,PR,E,2,603.84,0.0,0.0
2025-05-01,RJ,B,6,601.95,0.0,0.0
2025-05-01,RJ,A,7,1919.9,798.19,0.41574561175061203
2025-05-01,RJ,E,7,1228.18,64.49,0.052508589946099096
2025-05-01,RJ,C,43,17495.6,3359.77,0.19203514026383778
2025-05-01,RJ,D,25,10394.63,165.69,0.015939961306944066
2025-05-01,RN,C,3,383.36,178.59,0.46585454924874792
2025-05-01,RN,D,4,2014.39,271.94,0.13499868446527236
2025-05-01,RN,B,2,648.26,0.0,0.0
2025-05-01,RO,B,1,9.89,0.0,0.0
2025-05-01,RR,D,1,283.72,0.0,0.0
2025-05-01,RR,A,1,247.51,0.0,0.0
2025-05-01,RS,B,2,3320.07,0.0,0.0
2025-05-01,RS,D,8,6173.96,0.0,0.0
2025-05-01,RS,C,15,4927.03,529.4,0.10744809753543209
2025-05-01,SC,F,1,310.35,0.0,0.0
2025-05-01,SC,B,4,1874.24,0.0,0.0
